"year","country","state","city","shape","duration..seconds.","comments"
1967,"us","fl","west palm beach","fireball","90","Object came from southwest horizon heading northeast.  Brightly colored as if burning."
1968,"us","ia","des moines","circle","1200","a strange  but non frigtening evet"
1968,"us","oh","cleveland heights","oval","60","UFO object seen over Cleveland Heights Ohio during the sixties."
1968,"us","sd","zell (farm outside of)","disk","120","small disk shaped object&#44 weaving in between high voltage lines&#44 20 to 30 feet over my head&#44 broad daylight&#44 dull gray in color and emi"
1968,"us","ca","san jose","circle","7200","Disk&#44 hovered over shoping center. 500 Lights On Object0: Yes"
1968,"us","ca","oakland","cigar","300","Large object on a clear day completely vanished after hovering in plain sight"
1963,"us","az","tucson","other","1200","Large blimp like object 1960&#39s"
1965,"us","ri","narragansett","egg","15","Golden egg chased by navy fighters.  THe egg got away.  1965 New England"
1952,"us","ms","okolona","oval","300","Oval UFO paces occupants in automobile for 5 minutes on major highway"
1959,"us","ky","allendale","light","300","07/22/1958    Allendale     Ky         Light in the sky  moving very fast             lasting 5 min.   posted 10/02/05"
1968,"us","mn","brainerd","circle","600","very bright light on surface of lake which traveled very quickly out of sight"
1962,"us","ny","rensselaer","other","120","object appeared and hovered  over a minute in broad daylight less than 100 feet off the ground of a parking lot in Rensselaer&#44 NY"
1965,"us","mi","highland","sphere","120","Craft was large enough to see with the naked eye"
1952,"us","wa","tacoma","sphere","30","Six spheres flying in formation close to an Air Force base by Tacoma Washington."
1965,"us","ca","concord","unknown","3600","Many miles up in the sky;zigzagged;sharp - immediate change of direction; very fast"
1965,"us","oh","norwalk","light","1500","In late July&#441965&#44 my sister age 15 and myself age 18 were sitting on the front porch of our home.  I was waiting for my boyfriend to s"
1969,"us","nc","rocky mount","sphere","900","A  FLYING OBJECT BURNED TOP OF TREES IN ROCKY MOUNT&#44 NC. 1969"
1952,"us","ri","manville","sphere","10","Group of lights moving across sky during daylight hours."
1958,"us","md","randallstown","triangle","240","Two triangular slow&#44silent lowflying objects&#44each with three white lites&#44were seen in mid-l958 over Balto.Co.&#44Md.by hundreds."
1965,"us","ct","old lyme","oval","18000","Oval UFO hovers over neighborhood for several hours"
1969,"us","oh","akron","circle","10800","Giant Silver Ball Hanging Over Akron In the Late 1960&#39s"
1964,"us","ma","holden","light","60","July or Aug Evening in 1962-65/ Holden&#44 MA / Light / 60 -120 seconds / White blinking light over Worcester&#44 MA viewed from Holden&#44 MA"
1965,"us","wi","pell lake","egg","360","Four egg-shaped aerial objects were observed in the sky on the evening of July 31&#44 1965 in Pell Lake&#44 Wisconsin"
1966,"us","oh","gahanna","light","180","Summer of 1966&#44 a round&#44 glowing light seen in southern sky of Gahanna&#44 Ohio&#44 moving east to west."
1966,"us","mi","douglas","cigar","1200","saw craft hovering over corn feild. craft had two lights(red)one pulsating no sound  also no insect of frog sounds craft left with incr"
1967,"us","ny","churchville","disk","120","That night I witnessed a UFO changed my life forever. There have been unbelievable events ever since in my life."
1967,"us","oh","wadsworth","other","25","It travelled too fast to be man made."
1969,"us","sc","summerville","light","3600","Glowing light that filled the entire sky over summerville south carolina starting small then growing large enough to cover the sky."
1963,"us","me","east vassalboro","triangle","180","Black triangle with central orange light moving slowly across sky."
1968,"us","tx","vega","disk","300","Counter-clockwise &quot;flowing&quot; lights in Texas."
1953,"us","ne","ogallala","other","2700","Bright white light with no sound&#44 hovering&#44 very fast when leaving at Lake McConaughy"
1960,"us","wi","new berlin","circle","300","Large&#44 slow moving craft&#44 above the clouds&#44 blinked out like a lightbulb before reaching the horizon"
1962,"us","tx","spearman","unknown","900","Laying on my back looking at the stars when one shot across the sky&#44 did a 90 degree turn without slowing and stopped...then a second o"
1965,"us","fl","panama city beach","fireball","10800","One light over ocean became brighter as time passed.  One object became 2&#44 2 became 4&#44 etc. Then one would flash out and disappear&#44 but"
1966,"us","me","cape rosier","light","10800","glowing green ball moving across the horizon on July 4&#44 1966&#44 in Cape Rosier&#44 Maine"
1966,"us","ca","san jose","disk","300","Saw a bright star&#44 thought it was Venus. Looked around and saw Venus. This object then got alot brighter and swelled and then vanished"
1969,"us","co","lakewood","other","300","Light reversing directions silent - watched for ten minutes"
1969,"us","ca","sunnyvale","disk","10","Two fast and low disks haulin&#39 a**"
1969,"us","fl","jacksonville beach","other","180","Very odd Flying-V object flew directly over me."
1952,"us","wa","tacoma","sphere","120","6 spheres flying in formation over military base in Tacoma Wash. the size of 747&#39s."
1969,"us","ak","valdez","disk","1020","Orange water"
1965,"us","mi","waterford","changing","5","A &quot;shooting star &quot;did an impossible back and forth zigzag pattern"
1966,"us","fl","interlachen","fireball","60","orange firey ball rising from ground up into sky"
1968,"us","al","thomasville (usaf long range radar facility)","","3600","Air intercept between UFO and BOMARC missle test firing from Elgin field in Florida. intercept occured over gulf of mexico in 1968 (cla"
1952,"us","co","evergreen","circle","14400","abducted&#44 and a lifetime of ufo experiences"
1952,"us","tx","arlington","disk","900","Daylight sighting of a Disk"
1954,"us","ca","walnut creek","unknown","300","I have not reported this before. I feel it should be recorderd somewhere. My friend and I used to take time-lapse photos of the stars a"
1954,"us","sc","west columbia","formation","600","3circles together&#44 very bright lighting around them and on them&#44 silver&#44 like 3 wedding rings together"
1959,"us","ca","long beach","light","45","As a young man&#44 I would lay out in the yard at night and look at the sky--I often saw an object moving at night speed&#44 very high&#44 no no"
1962,"us","ok","lindsay","cylinder","600","white beam of light and cylindrical object"
1964,"us","wi","wautoma","light","1200","A very close encounter with a UFO; right at the back window of my 1960 Corvair."
1965,"us","ma","hudson","light","2700","Sighting of many craft by multiple witnesses on multiple nights&#44 a demonstration."
1965,"us","il","oak park","unknown","600","After hovering motionless for hours&#44 a mysterious arial light performs aerodynamically impossible maneuvers."
1968,"us","tx","houston","disk","900","One man disk UFO paralyzing me in Houston Texas on Telephone Rd in the summer of 1968  500 Lights On Object0: Yes"
1968,"us","ga","augusta","triangle","600","We saw a never explained dark large triangular object&#44 hanging still and silently in the night sky over our backyard."
1968,"us","nj","rumson","disk","600","SIGHTINGS NEAR FORT MONMOUTH NJ.THIS ONE IN RUMSON IN 1968"
1969,"us","ca","fresno","other","120","30 years ago large ufo with stinger like object emitting sparks then sped away."
1969,"us","mn","brainerd","triangle","20","While picking up hay bales at night&#44 I saw a triangular shaped object speed through the night sky."
1969,"us","fl","miami","light","20","multi-colored swirling illuminating lights (looked like a tornado in the sky)  500 Lights On Object0: Yes"
1964,"us","il","chicago","disk","30","Surprised by disc hovering above the highway in front of me."
1966,"us","ky","hopkinsville","other","600","Observed a capsule type craft land&#44 then take off from a field across from a restaurant while noon hour traffic continued."
1968,"us","in","nashville","cigar","480","it was cigar shaped there were other witnesses it was silent and it appeared silver it hovered 8 minutes and disappeared in an instant"
1958,"us","wa","bellevue","light","1200","At dusk&#44 a light appeared out of the  SE sky arched down above the E horizon moved NW."
1959,"us","ca","reseda","disk","600","The saucer was roof high and I observed it very closely for at least 3 to 5 minutes"
1960,"us","ny","belmont","circle","1200","a bright light followed a slow zigzag path from the horizon to the zenith then made a right angle turn"
1960,"us","nj","watchung","cigar","20","Cigar shaped object&#44 reddish brown that hummed overhead with hieroglyphics like writing in Watchung New Jersey."
1962,"us","ks","wellington","unknown","2400","An early 1960&#39s encounter with  possible alien occupants  near Wellington&#44 Ks"
1963,"us","ca","fresno","other","1800","An apparent star in the night sky which exhibited anomalous behavior"
1965,"us","nh","hollis","sphere","604800","luminescent spheres several nights running."
1966,"us","mt","ovando","oval","1200","UFO Sighting in 1966 &#8211; Blackfoot Valley&#44 Ovando&#44 Montana"
1968,"us","nj","vineland","fireball","20","Fireball and  missing time"
1969,"us","ca","barstow","light","10","Bright lights"
1965,"us","ca","culver city","oval","300","UFO at Culver City Drive-in 1965."
1967,"us","ar","little rock","circle","120","Orange hovering object chased by Air Force jets"
1968,"us","ct","niantic","disk","5","Right after sunset I had seen a black disk against a dark blue sky with still a bit of twilight."
1952,"us","fl","tampa","oval","9000","Triangulation radar fix (USAF&#44 civil&#44 Navy).  I ordered intercept by SAC B-29.  B-29 tracked object. Central fire control system locked"
1953,"us","mo","berkeley","fireball","300","Early 50&#39s sighting in Berkeley&#44 Missouri"
1954,"us","ny","farmingdale","oval","1800","Sphere  -30 min. - Stationary&#44 bright object over Jet Factory  -1954"
1954,"us","in","dyer","triangle","15","I saw a silent exhaustless golden glowing slow flying triangle on a late summer afternoon In 1954 or 1955."
1954,"us","pa","canton","disk","30","Large&#44 silver-blue disc shaped oject which gave off high pitched sound and was slowly turning on its axis and then suddenly sped away."
1954,"us","ca","north hollywood","light","1800","Star like point of light slowly travelling across the sky in 1954"
1956,"us","al","bradford","sphere","20","moving sparkling white/ yellowish/orange/flat black sphere paused 20 feet over my head"
1956,"us","ma","harvard","unknown","3","Lost time."
1957,"us","id","arco","disk","180","A surveying crew of five disturbed a landed craft that lifted up during mid day and then flew away after observing us."
1958,"us","ct","derby (new haven)","disk","900","Occurred during early evening hours.  LARGE UFO (witnessed by many in neighborhood) hovered over open field at end of housing project."
1959,"us","tx","golden","disk","3","children see flying saucer in small East Texas town"
1960,"us","pa","allentown","cylinder","3600","Historical color video of major USA event shows presence of UFO"
1960,"us","ct","taftville","disk","60","Saw a white saucer-shaped object hovering over church steeple in day time then  just faded away"
1960,"us","ma","boston","disk","1800","Observed strange large disk like craft."
1960,"us","nj","carteret","cigar","600","Cigar shapped object made no sounds&#44 moved slowly overhead and then with tremendous speed vanished"
1961,"us","ca","mill valley","disk","180","Clear view of a &quot;flying saucer&quot;."
1962,"us","sc","charleston","disk","300","Flying disk near Air Base in Charleston SC around 1962 summer"
1962,"us","ga","savannah","disk","900","a round&#44 disk like craft with circling lights on the underside of it hovered and flew over our neighborhood around 6 pm&#448/62"
1962,"us","or","beaverton","triangle","120","Daytime approach and stopped within short distance and was extremely visible."
1963,"us","ny","amsterdam","disk","240","Observed 2 saucer shaped objects&#44 traveling at high speed&#44 vertically and horizontally."
1963,"us","ca","compton","light","1200","Photoflash light&#44 very intense&#44 very quick&#44 very deliberate."
1963,"us","wa","wenatchee","formation","5","V formation of 7 to 9 lights fly from horizon to horizon"
1964,"us","ct","stonington","disk","180","A Genuine Spaceship"
1964,"us","il","chicago","formation","120","The event was exactly the same as reported last year 1997 over the city of Arizona. There were 5 circular lights hovering over the hous"
1964,"us","pa","duquesne","cigar","600","Cigar shaped silver object with varying speeds&#44 no sound heard and many witnesses."
1964,"us","ri","charlestown","light","3","While camping at the Burlingame State Park&#44 Charlestown&#44 RI&#44 in August of 1964&#44 my friend&#44 Tommy&#44 and I were looking over the pond at t"
1965,"us","nc","wilson","disk","900","((HOAX??))  five round flat disks hovering at night in the sky"
1965,"us","ne","potter (11 mi. north of)","unknown","1200","I will never forget this night.............a friend and I was arrived home (11 miles north of Potter&#44 Nebraska) and saw lights over our"
1965,"us","mo","st. louis","sphere","120","Orange Ball UFO chased by F-4 military fighter jet with abrupt maneuvering by UFO and impossible speeds."
1965,"us","il","virden","sphere","10","12 year old sights Virden&#44 IL UFO"
1965,"us","tx","pearland","light","120","In the summer of 1965&#44 when I was 7 years old&#44 my sister and I wwere visiting my aunt and two cousins in Pearland while my uncle&#44 a pil"
1966,"us","oh","columbus","circle","2","Glowing orange sphere&#44 stationary and silent"
1966,"us","mi","garden city","cigar","7","Football Shaped craft seen over Detroit suburb (1966)"
1967,"us","wi","marathon county","disk","60","A very close and long encounter by my family in a very rural farm in wisconsin."
1967,"us","ny","coxsackie","circle","300","Greenish-red&#44 hazy&#44 circular object hangs in sky almost like a &quot;bat signal&quot; in Coxsackie&#44 New York."
1967,"us","ny","new york city (middle village) (queens)","diamond","300","Foreign Object Just Whizzing By Lights Up the Sky in the Summer of the Late 60&#39s"
1967,"us","or","roseburg","sphere","900","3 round craft &#44 with red-blue-green swirling lights&#44 ( no sound) &#44 and sparks emitting from beneath them."
1967,"us","ca","downey (north american aviation)","","120","Light in sky with amazing accelleration properties."
1967,"us","ny","davis park","triangle","90","3 dim lights in triangle shape&#44 about 400 ft high&#44 moved west to east slowly along S. shore of Fire Island&#44 NY"
1967,"us","wi","sturgeon bay","cigar","120","This has happened so long ago but the event is very clear yet.  It was an evening&#44 on the way home from watching a movie&#44 I approached"
1968,"us","tx","corpus christi","other","86400","Metal implants."
1968,"us","tx","baytown","light","180","Light that zipped&#44 down&#44 right&#44 and down to the ground"
1968,"us","ny","coxsackie","circle","60","The object hovered and then shot off to the south east making no noise."
1968,"us","fl","panama city beach","light","14400","One light appeared over Gulf of Mexico.  Looked about as bright as Venus at dusk. Became brighter.  Then others appeared."
1968,"us","sc","georgetown","other","1200","Massive explosion of glowing colors in the sky late in the evening as darkness began to settle in."
1969,"us","oh","dayton","disk","60","Large silver disk &quot;rolls&quot; alongf tree tops near Wright-Patterson AFB"
1969,"us","pa","new castle","oval","3000","This was in 1969 and I was only 16. There were eight of my family and friend that witnessed this event. 500 Lights On Object0: Yes"
1969,"us","mn","minnetonka","light","60","Large bright white light hovering in minnetonka&#44 mn&#44 summer&#44 1969"
1963,"us","oh","riverside","disk","120","This craft was moving East to West at the south west corner of Wright&#44Patterson air force Base&#44there was no report."
1964,"us","il","bonfield","diamond","10","It was in the summer my boyfriend and I where parked and we where in the country&#44and we where looking out over the corn field.I noticed"
1965,"us","va","virginia beach","disk","4","My father and I saw a domed flying saucer very clear whizz directly in front of us on the oceanfront"
1965,"us","mt","dillon","oval","180","Oval object examining power lines"
1966,"us","il","caseyville","light","600","UFO in trouble?"
1967,"us","il","chicago","triangle","120","saw a triangular shaped object flying low and slow following power lines on RR tracks at dusk"
1968,"us","ca","morro bay","light","900","Five lighted craft in formation investigating Morro Bay electric generating plant. Six witnesses."
1959,"us","ny","troy","unknown","900","Single star like light zigging and zagging in night sky"
1959,"us","ny","jewett","light","1200","Tumbling zig zag pattern of a shooting &quot;star&quot; observed in the Catskill Mountains&#44 NY"
1964,"us","il","taylorville","disk","30","I lived in the country (on farm) and i was coming home about 1 mile from my house when i thought a car came up behind me and when it go"
1969,"us","ny","port chester","other","2","2 solid boomerang-solid shapes in formation cross sky from horizon-overhead-behind bldg; 1.5 seconds; silent; color of cool fl. bulb"
1957,"us","ny","ticonderoga","disk","15","UFO buzzed B-47"
1964,"us","me","portland","circle","3600","Several UFOs seen by many&#44 reported on radio&#44 11PM Summer&#44 1963-1965 not sure of year."
1966,"us","wa","renton","oval","120","Oval object seen circling a B-727 approaching landing at Boeing Field&#44 Seattle Wa."
1968,"us","ga","byron","disk","300","Craft sighting related to protection or surveillance of niaki missile base?"
1952,"us","ar","prairie grove","disk","20","Two observers saw silverish 30 foot disk maneuver above and below horizon at hover and supersonic speeds."
1952,"us","oh","hamilton","light","480","Silent bright light passes overhead."
1953,"us","ky","louisville","circle","10","I heard Them&#33"
1953,"us","md","bowleys quarters","sphere","240","The speed of these speres were unbelievable they held formation stationary then bursted one by one into space"
1954,"us","wa","puyallup","oval","2","The object was hovering above the treetops over the road a short distance in front of my car..."
1955,"us","tx","eagle pass","cigar","600","Mr. Martin in 1955 has encounter with cigar shaped object in 1955"
1957,"us","wa","longview","triangle","3","My uncle and I were standing outside on a warm summer evening.  We were talking about unions and looking up at the stars.  It was about"
1957,"us","ma","ludlow","cigar","300","Black silhouetted object against glow of distant town.  Flashing light on one edge. Hovers then drops down out of sight."
1957,"us","nh","exeter","disk","180","UFO Incident Exeter Newhampshire 1957"
1958,"us","ga","monroe","oval","120","OVAL SHAPE SEEN IN OR AROUN 08/1958 IN MONROE GA"
1959,"us","nm","roswell","unknown","2700","The experience left everyone in a quandry&#44 and had the effect of trauma suffered."
1960,"us","ma","saugus","circle","300","at ten years of age we looked at each other and said &quot;that was no weather balloon &#33"
1960,"us","ma","framingham","oval","1200","The UFO over WKOX Framingham &#44MA"
1961,"us","ny","new york city (brooklyn)","disk","30","I SAW A DISK LIKE OBJECT WITH MULTI COLORED LIGHTS THAT MADE NO NOISE."
1962,"us","co","denver (east of)","disk","1200","Large UFO hovering over a high line tower&#8212;Chased by Airforce Helicopters near Denver&#44 CO in 1962."
1962,"us","ak","nenana","oval","900","the object had a large spot light&#44 shining straight down towards the groung."
1962,"us","mi","ann arbor","disk","300","I am not sure of the year. I was about 14 or 15 years old had been on a date with a young man I met at a church retreat. It was my firs"
1963,"us","mo","claycomo","unknown","7200","I observd a dark stationary object very high in the sky that also glistend in the sunlight."
1964,"us","mo","st. louis","fireball","10","fire ball over south county 1963  north to south"
1965,"us","ok","tahlequah","oval","120","A bright oval object&#44 50 to 75 feet in diameter&#44 moved horizontally&#44 stopped&#44 and then descended behind a small nearby bluff."
1965,"us","il","sullivan","light","10","Unknown round white light swooped down at close range&#44 stopped momentarily&#44 and few away at lightening speed."
1965,"us","ny","oneonta","oval","600","Large Illuminated Oval Disk -  Oneonta NY - 1965"
1965,"us","or","beaverton","cigar","5","This was when i was @6y/o&#44 I lived at the end of a mile long dead end road in rual washington co.Oregon.Surronded by wheat fields and w"
1965,"us","oh","aurora","sphere","120","Observed at close range hovering red glowing sphere 15 to 20 feet above the ground in wooded swamp area in Aurora"
1965,"us","mi","roseville","disk","600","Mother and daughter have a close encounter with a slow&#44 low classic saucer."
1965,"us","in","west lafayette","disk","300","Saucer&#44 slow speed&#44 rotating&#44 red blinking lights&#44 approx. 75&#39 diameter&#44 7 miles SE of Purdue Univ."
1965,"us","tx","vernon","light","2700","Orange/Red Light in sky defies laws of physics."
1965,"us","in","lowell","fireball","1800","At least 12 witnessed at close distance a red fiery orb in the night sky for 30 minutes that was not like anything we had ever seen."
1965,"us","in","lowell","sphere","1800","A hovering ball of white light&#44 that was able to travel quickly and turn instantaneously."
1966,"us","ny","rochester (outside of)","other","600","they just seem to fly out of the west sky stop and then they were gone and no we were not on drugs&#44"
1966,"us","ny","amherst","disk","1200","Saucer over house in Amherst NY 1966 quiet whirring sound"
1966,"us","il","galesburg","disk","1200","Huge Disk Hovering Over Neighbor&#39s Home"
1966,"us","wa","seattle","disk","1800","Summer 1966&#44 10:30pm&#44 4 witnesses&#44 round/dome shape object appeared &#44 approached then hovered in the sky approx. 200&#39 approx 15 mins."
1967,"us","nm","albuquerque","cigar","1800","three terrified kids"
1967,"us","ma","westford","unknown","1200","It appeared to be a satellite until it descended over us at a low altitude and just hovered at 500ft until it ascended and continued on"
1967,"us","wa","burien","light","120","Lights move at incredible speed over Puget Sound."
1967,"us","ny","sag harbor","sphere","60","Silent green globe sighted within 200 feet&#33"
1967,"us","ca","lee vining","disk","1200","A large silent circular object hovered above our campsite blocking out 75% of the starry sky."
1968,"us","tx","austin","disk","15","Early morning in August&#44 several of my teenage neighbors and I were waiting for one more person to show up&#44 in order to begin our paper"
1968,"us","pa","sewickley","cigar","120","Stationary high altitude&#44 airliner sized wingless cigar shape"
1968,"us","de","cannon","oval","1800","ONE OVAL DARK GRAY OBJECT THAT HOVERED ABOVE IN THE SKY."
1968,"us","pa","church hill","sphere","900","Silver sphere flew overhead at high altitude with two delta-wing fighters in pursuit."
1968,"us","oh","east palestine","disk","5","Looked like a typical flying saucer silver in color. lights on bottom.less then 100yds on ground maybe 200 ft up in the sky. flying nw."
1968,"us","ca","pomona","light","600","A bright star grew larged and exploded in the sky and faded away in a ten minute period."
1968,"us","nc","greensboro","disk","120","We were close enough to see windows"
1969,"us","ks","baldwin city","circle","8","object moved in fashion against all laws of physics.  90 degree instant turn. the entire object was dot of light."
1969,"us","pa","johnstown","triangle","600","WHAT I SAW WAS MUCH LIKE THE SIGHTING IN MILLSTADT&#44 ILL...ONLY ALL I COULD MAKE OUT WAS THE MOVING LIGHT FORMATION..SLOWLY  MOVING HORO"
1969,"us","ny","port jefferson","disk","3600","Metallic Disc hovers high over commercial jet traffic."
1969,"us","ca","el cajon","other","7","A creature crossed my path and ordered me not to hurt it&#44 as I was driving at the time."
1969,"us","vt","east barre","cylinder","480","Fast moving but in jerky stops and starts"
1969,"us","il","rockford","other","180","Seen an object in the sky that appeared to be an old World War II plane&#44 buy wasn&#39t&#33"
1969,"us","ca","biola","cigar","180","It was long cigar shaped about 500 feet long with the under side giving off a bright white light."
1969,"us","ca","lamont","formation","5","9 to 13 objects in &quot;V&quot; formation travelling about 100 mi per second graze ionosphere."
1962,"us","ma","haverhill","disk","300","Two Silver Disks observed in broad daylight."
1967,"us","nj","camden","changing","600","Dark &quot;disc&quot; over Newton Creek in Camden&#44 first appeared &quot;round&quot; and then to &quot;oval&quot; to a fine line to nothing&#33"
1955,"us","ca","covina","disk","600","It was about 1500 ft up. It just stayed there in one spot for 10 mins then was gone."
1957,"us","in","huntington","triangle","3600","Directly over head at tree level a Massive&#44 Silent&#44 Hovering Object blocking the  night sky"
1960,"us","ca","long beach (terminal island)","other","5","9/17/1960 -21:10 hours-Terminal Island&#44 Califronia&#44 Four  Crescent over LBNSY- observed 4-5 seconds above broken clouds"
1966,"us","me","bass harbor","disk","300","Disk shape object seen in Blue Hill Bay&#44 Bass Harbor&#44 ME &#44 1966"
1966,"us","oh","beverly","cigar","1200","IT WAS A WARM SUMMER NIGHT.THERE WAS 6 OF US IN MY NEW COBVERTIBLE.WE WERE ALL 16-17 YRS OLD AND NO WE WERE NOT DRINKONG OR SMO"
1969,"us","ca","north hollywood","sphere","600","Was up late watching TV and glanced out of nearby window to witness 6-7 bright orange lights to the south about half of a mile away."
1966,"us","ca","big sur","diamond","120","I was at Nepethe Lodge in the Big Sur area with a friend of mine and we were having dinner.  I looked up at the sky and thought I was s"
1960,"us","pa","pittsburgh","sphere","300","A white sphere 5-7 ft. in diameter was viewed by about 35 people going form a stationary position to high rate of speed."
1963,"us","wa","camas","unknown","900","Prune Hill&#44 Camas&#44 Washington&#44 a rural area above the Columbia River and across the river from PDX--I was in bed in a daylight basement"
1964,"us","ca","los angeles (san fernando valley)","cross","300","Commercial looking airline&#44 pin wheeling in place."
1964,"us","fl","st. petersburg","unknown","2700","I saw very strange lites in the sky one night that seemed to hypnotise me for a half an hour."
1965,"us","sc","charleston","sphere","30","Sphere of fire with multiple course changes of 15 degrees in ZERO TIME.  6 course changes&#44 30 seconds."
1965,"us","ny","new york city (brooklyn)","cylinder","120","I was 10 years old.My mother and I walked the dog to the Parade Ground&#44 an annex of Prospect Park&#44 Brooklyn&#44 NY. We let the dog off"
1965,"us","ny","new york city (brooklyn)","cylinder","120","1965 Dark Grey Cylinder UFO Updated Statement"
1965,"us","ma","rutland","cigar","300","No longer a bright white&#44 but had turned to a radiant pulsating red hue."
1966,"us","in","indianapolis","light","1500","Red light in tree"
1967,"us","ma","edgartown","sphere","120","WHITE SPHERE STOPS OVER HOUSE"
1967,"us","in","huron","cigar","300","While traveling west on Ind st hwy 60&#44 my ex-wife and I saw a cigar shaped object houvering over the intersection of u.s. hwy 50 and In"
1968,"us","nj","elwood","cigar","15","9/20/67 Elwood N.J. cigar/disc 15seconds object moved slowly at tree line and was reported by paper next day"
1965,"us","pa","pittsburgh","oval","20","Transluscent Orb (Orange/Yellow/White with a clear light in center) streaked above my house from West to East"
1964,"us","al","florence","disk","60","Typical &quot;saucer shaped craft&quot; followed a valley leading to a major hydroelectric plant on the Tennessee River."
1966,"us","wa","seatac","unknown","120","SAW UFO AT NIGHT TAKE OFF SO FAST THAT IT LOOKED LIKE IT KICKED IT INTO WARP DRIVE."
1967,"us","pa","pittsburgh","circle","300","i looked up at the stars as it was getting darker. as i did i noticed a small point of light moving high across the sky. as i watched i"
1963,"us","ny","broadalbin","light","600","I was 13 at the time and had a great interest in aviation&#44and still do with 32 yrs under my belt with USAirways.I was walking home and"
1963,"us","ma","belchertown","unknown","3600","Sighting occurred when I was 9 years old ... I was lying in bed &#44 at night &#44 when suddenly &#44 a bright blue light lit up the room &#44 as i"
1967,"us","id","princeton","disk","1800","Flying Saucer: August 1967-A Teen&#39s Observation"
1967,"us","ca","playa del rey","oval","300","Oval light (the size of a five story building) sighted from shore had no reflection on water&#44 no sound and traveled at breakneck speeds"
1969,"us","me","enfield","oval","900","The object would stop and move and then blink off and be somewhere else in the sky. And started moving again but at a slow pace&#33"
1960,"us","nd","dickinson","circle","120","There was no sound no air movement and it moved off very fast ."
1966,"us","in","grovertown","cigar","10","did i see rockets flying over my house"
1961,"us","oh","evendale","unknown","15","This UFO event occurred in August or Semptember of 1961.  I wish someone could shed some light on this matter.  A lot of time has passe"
1966,"us","ny","rochester","disk","15","Disc shaped object came down from clouds&#44 hovered for 15 seconds&#44 then slowly went back up into the clouds."
1967,"us","ks","lansing","unknown","300","Two sets of lights blinking alternately."
1957,"us","oh","vandalia","disk","300","Disk with light spining through it&#39s center crossed the sky from south to north in 3 min or less 8/3/57"
1964,"us","ma","boston","circle","3600","Red circle flies low over the city"
1961,"us","pa","glenshaw","disk","900","2 scientists&#44 among 7 witnesses see disk hovering approximately 100 feet above neighbor&#39s home then yard."
1961,"us","pa","pittsburgh","sphere","600","Orange yellow sphere size of small house hovers above trees 50 feet away from young girl on country lane"
1969,"us","ct","north haven","disk","1200","UFO explosion and sighting"
1955,"us","pa","newtown square","circle","4","A round object going from bottom to top of moon in 4 seconds"
1965,"us","tx","san antonio (ranch outside of)","egg","900","We spotted the glowing object slowly hovering about 15 feet above the densely planted mesquite&#44 oak&#44 and huisache trees."
1966,"us","ca","santa rosa","disk","2700","AUGUST 6&#44 1966 BETW EEN 12;30A.M.+ 1.45 A.M. MYSELF AND TO FRIENDS MY PARENTS SISTOR ALL WHERE PRESANT ONE SAUCER ABOUT A QUATER MILE A"
1953,"us","ca","vallejo","light","3600","At first we thought they were shooting stars"
1957,"us","in","indianapolis","light","3600","Flashing light over Indiana"
1965,"us","ma","south yarmouth","light","60","on aug 07 1965 &#44i was 16 . playing baseball with approx 16 others .looking to the east i observed three spots of intense light at appro"
1955,"us","mo","independence","fireball","300","Flaming ball of light making right angle turns seen from front porch on a hot summer&#39s night."
1958,"us","me","scarborough","disk","600","I was a young girl around 1958 when I saw a saucer-shaped craft on the ground in daylight resting between two sets of power lines"
1962,"us","oh","lodi","other","600","cluster UFO&#39s ...no sound...it looked like one craft with.approx. 10-12 circular with bright red lights. Broke apart into seperate craf"
1965,"us","nm","tularosa","disk","300","Object in the skys&#44 1963 or 65?"
1965,"us","mn","minneapolis","changing","120","A firery ball came from a high altitude at a steep angle in the northern sky. It leveled off and changed to a dome shape with a pulsati"
1967,"us","ny","babylon","circle","120","Circular object with lights  around perimeter hovering over  witness"
1967,"us","co","alamosa","light","1200","Alamosa UFO disappears after flash of blinding light."
1968,"us","nj","cherry hill","disk","2700","Early 1960&#39s   South New Jersey Large circular craft&#44 zig-zag movement&#44 visable more than 20 minutes."
1957,"us","ca","san diego (north of&#44 at sea)","disk","900","At least a hundred miles out to sea&#44 a long time ago&#44 in 1957&#44 a very interesting sighting&#44 after midnight.  First report."
1961,"us","il","palatine","disk","1800","saw 5 orange disks bobbing up &amp; down and side to side watching us at a missle base"
1968,"us","or","eugene","cigar","300","A cigar shaped large object&#44 that blended colors from red to white. Stayed about 3 min."
1957,"us","mn","st. paul","disk","300","3 UFO&#39s saucer-shaped with flashing lights landed in field next to me&#44 when I approached took off with great speed."
1960,"us","ks","wichita","oval","1200","MADE  ONY  A  HUMMING SOUND EVEN WHEN  IT TOOK OFF."
1965,"us","pa","new kensington","cigar","1800","Ufo over filled stadium"
1967,"us","me","brownville","circle","180","Three  metallic circles saw on the western horizon."
1967,"us","oh","portsmouth","other","1800","Starting with a single craft flying at altitude of no more than 600-800 feet&#44 on a heading from N to S&#44 flying over my sister&#39s house&#44"
1967,"us","ga","atlanta","cigar","1200","Cigar shaped UFO with lights all around it stationary in the sky for 10 min&#44 then moved and stationary for 10min&#44 took off-gone in sec."
1968,"us","ky","corydon","disk","10","silvery saucer crossing overhead 200-300 feet up clear sky tipping side to side no sound"
